kodenota;nopicklist;faktur;tgl;sopir;tunai;bg;stempel;tt;keterangan;
01/01/DV/2014/109775;01/01/PL/2014/131851;01/01/N/2014/192971;2014-09-22 13:47:32;01/231;10000.0;0.0;0;0;
01/01/DV/2014/109775;01/01/PL/2014/131851;01/01/N/2014/192521;2014-09-22 13:51:48;01/231;0.0;0.0;0;1;
01/01/DV/2014/109775;01/01/PL/2014/131851;01/01/N/2014/192520;2014-09-22 13:52:00;01/231;0.0;0.0;1;0;
01/01/DV/2014/109775;01/01/PL/2014/131851;01/01/N/2014/192707;2014-09-22 13:53:29;01/231;0.0;101048.0;0;0;qe 123777&100000#su 9&1048
